sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
K332C,"Rent Intricate Vilandi & Polki Necklace Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Antique Finish Bridal Set designed by Yosshita & Neha.
2) This Bridal Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Jewellery Set for wedding wear.
3) Featuring attractive designs, this bridal set can look elegant and stylish when worn with lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This bridal set are studded with Off White Semi precious kundan/polki with pearl drop giving it a real look.
6) Comes with micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers and brides.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000729630.jpg,https://srishringarr.com/yn/uploads/2020/09/16000731649.jpg,https://srishringarr.com/yn/uploads/2020/09/16000731648.jpg,https://srishringarr.com/yn/uploads/2020/09/16000731647.jpg,https://srishringarr.com/yn/uploads/2020/09/16000731636.jpg,https://srishringarr.com/yn/uploads/2020/09/16000730655.jpg,https://srishringarr.com/yn/uploads/2020/09/16000730644.jpg,https://srishringarr.com/yn/uploads/2020/09/16000730643.jpg,https://srishringarr.com/yn/uploads/2020/09/16000730642.jpg,https://srishringarr.com/yn/uploads/2020/09/16000730641.jpg,https://srishringarr.com/yn/uploads/2020/09/160007316410.jpg"
K30AON,"Rent Intricate Vilandi & Polki Bridal Necklace Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This choker necklace is studded with White, Green and Rhodolite  Semi precious kundan/polki and pearl strings.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has jhumar style matching earrings, with similar pattern as the necklace.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000703830.jpg,https://srishringarr.com/yn/uploads/2020/09/16000704891.jpg,https://srishringarr.com/yn/uploads/2020/09/16000704892.jpg,https://srishringarr.com/yn/uploads/2020/09/16000704903.jpg,https://srishringarr.com/yn/uploads/2020/09/16000704904.jpg,https://srishringarr.com/yn/uploads/2020/09/16000704905.jpg"
K244ON,"Buy Red Beads American Diamond Bridal Set.","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with White and Red  Semi precious kundan/polki.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has zhumar style matching earrings, with similar pattern as the necklace.",jewellery,1,2,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000676130.jpg,https://srishringarr.com/yn/uploads/2020/09/16000678321.jpg,https://srishringarr.com/yn/uploads/2020/09/16000678322.jpg,https://srishringarr.com/yn/uploads/2020/09/16000678323.jpg,https://srishringarr.com/yn/uploads/2020/09/16000678324.jpg,https://srishringarr.com/yn/uploads/2020/09/16000678335.jpg"
K244ON,"Rent Vilandi & Polki Jewellery","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with White and Red  Semi precious kundan/polki.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has zhumar style matching earrings, with similar pattern as the necklace.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000668330.jpg,https://srishringarr.com/yn/uploads/2020/09/16000670201.jpg,https://srishringarr.com/yn/uploads/2020/09/16000670202.jpg,https://srishringarr.com/yn/uploads/2020/09/16000670203.jpg,https://srishringarr.com/yn/uploads/2020/09/16000670204.jpg,https://srishringarr.com/yn/uploads/2020/09/16000670205.jpg"
K243BON,"Rent Vilandi & Polki Jewellery for women","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with White and Red  Semi precious kundan/polki.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has zhumar style matching earrings, with similar pattern as the necklace.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000664910.jpg,https://srishringarr.com/yn/uploads/2020/09/16000666081.jpg,https://srishringarr.com/yn/uploads/2020/09/16000666082.jpg,https://srishringarr.com/yn/uploads/2020/09/16000666083.jpg,https://srishringarr.com/yn/uploads/2020/09/16000666094.jpg,https://srishringarr.com/yn/uploads/2020/09/16000666095.jpg"
K218ON,"Rent Exquisite Vilandi & Polki Bridal Necklace Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with White, Green and Red  Semi precious kundan/polki.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has matching earrings, with similar pattern as the necklace.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000275280.jpg,https://srishringarr.com/yn/uploads/2020/09/16000276251.jpg,https://srishringarr.com/yn/uploads/2020/09/16000276252.jpg,https://srishringarr.com/yn/uploads/2020/09/16000276253.jpg,https://srishringarr.com/yn/uploads/2020/09/16000276264.jpg,https://srishringarr.com/yn/uploads/2020/09/16000276265.jpg"
K1339ON,"Rent Vilandi Kundan & Pearl Necklace set","1) Womens Real Look, Traditional Micro Gold Polished  Semi Precious Kundan,  & Pearl Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire.
3) The color compliments all outfits & may be worn as a statement piece to any occasion.
4) Once you wear this Jewellery Set, you will look no less than a DIVA.
5) Ideal Necklace Set for Party and Festive wear.
6) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
7) So enhance your style quotient on almost any occasion by wearing this set.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000252030.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253441.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253442.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253443.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253454.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253455.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253456.jpg,https://srishringarr.com/yn/uploads/2020/09/16000253457.jpg"
K1338ON,"Rent Vilandi Bridal Kundan & Pearl Necklace set","1) Womens Real Look, Traditional Micro Gold Polished  Semi Precious Kundan,  & Pearl Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire.
3) The color compliments all outfits & may be worn as a statement piece to any occasion.
4) Once you wear this Jewellery Set, you will look no less than a DIVA.
5) Ideal Necklace Set for Party and Festive wear.
6) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
7) So enhance your style quotient on almost any occasion by wearing this set.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000247740.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249151.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249152.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249163.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249164.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249165.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249166.jpg,https://srishringarr.com/yn/uploads/2020/09/16000249177.jpg"
K1338ON,"Buy Celestial Kundan Gemstone Haar","1) Womens Real Look, Traditional Micro Gold Polished  Semi Precious Kundan,  & Pearl Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire.
3) The color compliments all outfits & may be worn as a statement piece to any occasion.
4) Once you wear this Jewellery Set, you will look no less than a DIVA.
5) Ideal Necklace Set for Party and Festive wear.
6) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
7) So enhance your style quotient on almost any occasion by wearing this set.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000245530.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246891.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246892.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246893.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246894.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246895.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246896.jpg,https://srishringarr.com/yn/uploads/2020/09/16000246907.jpg"
K1338ON,"Buy Simple Two Color Moti Style Kundan Bridal Vilandi Jewelry Set","1) Womens Real Look, Traditional Micro Gold Polished  Semi Precious Kundan,  & Pearl Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire.
3) The color compliments all outfits & may be worn as a statement piece to any occasion.
4) Once you wear this Jewellery Set, you will look no less than a DIVA.
5) Ideal Necklace Set for Party and Festive wear.
6) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
7) So enhance your style quotient on almost any occasion by wearing this set.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,1,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000239730.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241591.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241592.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241593.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241604.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241605.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241606.jpg,https://srishringarr.com/yn/uploads/2020/09/16000241607.jpg"
K1326ON,"Rent Vilandi Kundan, Coloured Beads & Pearl Necklace set for women","1) Fancy Micro Gold Polished Semi Precious Kundan, Coloured Beads & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000236940.jpg,https://srishringarr.com/yn/uploads/2020/09/16000238151.jpg,https://srishringarr.com/yn/uploads/2020/09/16000238152.jpg,https://srishringarr.com/yn/uploads/2020/09/16000238153.jpg,https://srishringarr.com/yn/uploads/2020/09/16000238154.jpg,https://srishringarr.com/yn/uploads/2020/09/16000238155.jpg"
K1322,"Rent Vilandi Kundan & Pearl Necklace set for women","1) Fancy Micro Gold Polished Semi Precious Kundan & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000076630.jpg,https://srishringarr.com/yn/uploads/2020/09/16000077621.jpg,https://srishringarr.com/yn/uploads/2020/09/16000077622.jpg,https://srishringarr.com/yn/uploads/2020/09/16000077633.jpg,https://srishringarr.com/yn/uploads/2020/09/16000077634.jpg,https://srishringarr.com/yn/uploads/2020/09/16000077635.jpg"
K1322,"BUY Pretty Rare Golden Beads Mala Style Jewelry Set","1) Fancy Micro Gold Polished Semi Precious Kundan & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,1,,,,1,"https://srishringarr.com/yn/uploads/2020/09/16000072820.jpg,https://srishringarr.com/yn/uploads/2020/09/16000074211.jpg,https://srishringarr.com/yn/uploads/2020/09/16000074222.jpg,https://srishringarr.com/yn/uploads/2020/09/16000074223.jpg,https://srishringarr.com/yn/uploads/2020/09/16000074224.jpg,https://srishringarr.com/yn/uploads/2020/09/16000074235.jpg"
K1315ON,"Rent Elegant Vilandi Necklace Set","1) Fancy Micro Gold Polished Semi Precious Kundan, Coloured Beads & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999983350.jpg,https://srishringarr.com/yn/uploads/2020/09/15999989461.jpg,https://srishringarr.com/yn/uploads/2020/09/15999989472.jpg,https://srishringarr.com/yn/uploads/2020/09/15999989473.jpg,https://srishringarr.com/yn/uploads/2020/09/15999989474.jpg,https://srishringarr.com/yn/uploads/2020/09/15999989485.jpg"
K1314ON,"Buy Traditional Square Shape Gold Polished Antique Jewelry For Women","1) Fancy Micro Gold Polished Semi Precious Kundan, Coloured Beads & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,1,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999964820.jpg,https://srishringarr.com/yn/uploads/2020/09/15999965831.jpg,https://srishringarr.com/yn/uploads/2020/09/15999965832.jpg,https://srishringarr.com/yn/uploads/2020/09/15999965843.jpg,https://srishringarr.com/yn/uploads/2020/09/15999965844.jpg,https://srishringarr.com/yn/uploads/2020/09/15999965845.jpg"
K1314ON,"Rent Elegant Vilandi Necklace set for women","1) Fancy Micro Gold Polished Semi Precious Kundan, Coloured Beads & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999962710.jpg,https://srishringarr.com/yn/uploads/2020/09/15999963771.jpg,https://srishringarr.com/yn/uploads/2020/09/15999963772.jpg,https://srishringarr.com/yn/uploads/2020/09/15999963783.jpg,https://srishringarr.com/yn/uploads/2020/09/15999963784.jpg,https://srishringarr.com/yn/uploads/2020/09/15999963785.jpg"
K1310ON,"Rent Elegant Vilandi Necklace set for wedding","1) Fancy Micro Gold Polished Semi Precious Kundan & Pearl Necklace set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999947850.jpg,https://srishringarr.com/yn/uploads/2020/09/15999948381.jpg"
K1310ON,"Buy Traditional Royal Square Design With White Drops Kundan/ Damini Jewelry Set","1) Fancy Micro Gold Polished Semi Precious Kundan & Pearl Necklace set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,1,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999946170.jpg,https://srishringarr.com/yn/uploads/2020/09/15999946801.jpg"
K1307ON,"Rent Designer Vilandi Necklace Set","1) Fancy Micro Gold Polished Semi Precious Kundan, Coloured Beads & Pearl Necklace designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The colour compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan, Coloured Beads & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999936450.jpg,https://srishringarr.com/yn/uploads/2020/09/15999937381.jpg,https://srishringarr.com/yn/uploads/2020/09/15999937382.jpg,https://srishringarr.com/yn/uploads/2020/09/15999937383.jpg,https://srishringarr.com/yn/uploads/2020/09/15999937394.jpg,https://srishringarr.com/yn/uploads/2020/09/15999937395.jpg"
K1206ON,"Rent Designer Vilandi Necklace",""" Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
1) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
2) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
3) So enhance your style quotient on almost any occasion by wearing this set.
4) This necklace & earrings are studded with White Semi precious kundan/polki with intricate antique work & Pearl Drops giving it a real look.
5) Comes micro gold polished.
6) It has copper metal base.
7) Give a rich yet elegant touch to your attire.
8) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999902490.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903881.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903882.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903893.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903894.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903895.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903896.jpg,https://srishringarr.com/yn/uploads/2020/09/15999903897.jpg"
K1206ON,"Buy Lustrous Kundan Polki Necklace","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious kundan/polki with intricate antique work & Pearl Drops giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999900110.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901441.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901442.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901453.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901454.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901455.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901456.jpg,https://srishringarr.com/yn/uploads/2020/09/15999901457.jpg"
K1204ON,"Rent Designer Vilandi Necklace for women","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious kundan/polki & Strings of Gold Beads giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15999895040.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896821.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896822.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896823.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896824.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896825.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896826.jpg,https://srishringarr.com/yn/uploads/2020/09/15999896827.jpg"
K1204ON,"Buy Grand Kundan Rani Haar with Maang Tikka","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious kundan/polki & Strings of Gold Beads giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,2,"https://srishringarr.com/yn/uploads/2020/09/15999891390.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893451.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893452.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893453.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893454.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893455.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893456.jpg,https://srishringarr.com/yn/uploads/2020/09/15999893467.jpg"
K1197ON,"Rent Exquisite Vilandi Necklace Set for women","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Hasli Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious kundan/polki with intricate antique work & Pearl Drops giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999869890.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871301.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871312.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871313.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871314.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871315.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871316.jpg,https://srishringarr.com/yn/uploads/2020/09/15999871327.jpg"
